sgId,title,category,content,start,end,vote,author
151,공공기관 입사지원시 개인정보 반환신청 의무공지 필요합니다.,인권/평등,[현황 및 문제점] 공공기관에서 인력채용시 요구하고 있는 필수 서류에는 개인신상정보가 상세히 기재되어 있습니다.  미채용 대상자들의 경우 기관에서 자체 폐기하거나 지원자가 반환요청을 할 수 있도록 공지하고 있으나 일부 기관의 경우에만 해당할 뿐 폐기과정에 대한 정보는 알 수 없습니다. 또한 경우에 따라서는 지원서류 반환요청을 하지 않을 것을 요구하고 있기때문에 탈락시 본인의 자료에 대한 처리방법을 알 수 없습니다.최근 보도된 사례의 경우처럼 공공기관에서의 개인자료 관리소홀로 인한 피해가 발생하지 않도록 공통규정이 필요합니다.[개선방향]1. 공공기관의 경우 채용공문에  미채용시 지원서류 반환요청이 가능 하도록 의무공지를 한다.2.기관에서 자체적으로 폐기처리 할 시에는 그 방법과 구체적인 일정 및 사진 등 관련자료를 열람할 수 있도록 정보를 제공한다.3. 개인정보보호 및 개인의 알권리를 존중하여 공기업 및 일반기업으로 확대 적용하여 실시 할 수 있도록 한다.[기대효과]연초에는 특히 공공기관에서의 구인공지가 많기 때문에 여러군데 이력서를 작성하고 지원하는 구직자들의 경우 본인의 정보가 언제 어디서 노출될 수 있다는 불안감이 있습니다. 채용하는 공공기관에서 함께 노력한다면 개인정보유출로 인한 심리적인 피해는 예방할 수 있으리라 기대합니다.,2019.02.22,2019.05.22,6,국민위원활동
150,2019년 함안군문화시설사업소 기간제근로자(단순노무원) 채용계획 공고,국민참여,"채용분야근무지채용인원(명)담     당     업     무함주공원,공설운동장 및스포츠 타운 관리함주공원,공설운동장 및스포츠타운 내12명∘환경정비. 화초관리, 제초작업∘잔디관리. 공중화장실 청소근로기간: 2019년 03월∼2019년 12월응시원서 작성요령≪작 성 요 령≫① 전화번호 : 연락가능한전화번호를반드시기재② 응시분야 : 문화시설사업소기간제근로자③ 주    소 : 주소는 주민등록상 주소를 기재④학    력 : 대학교 이하란은 모든 응시자가 반드시 기재하여야 하며, 대학원졸업․재학․수료․중퇴인 응시자는 출신대학 및 대학원 모두를 기재⑤ 성    명 : 정자로 기재⑥ 주민번호 : 정자로 기재『※』표시란 : 응시자는 기재하지 말 것.환경미화원 모집사항에 학력이 필요 한 사항입니까?사진도 붙여 이력서를 제출하여야하고 응시연령은신체 건강한 만 60세 ~ 70세 미만인 자학벌이나 증명사진의 첨부는 필요치 아니 한것으로 채용공고를 내어 주시고서류합격이 된다면 면접은 당연히 보는 것이느로  60세 이상의 주민이 응시 한다면 한푼의 돈이라도 아낄 수있도록 배려하는 ...",2019.02.09,2019.05.09,2,백우
149,사회복무요원  직무교육 내용 개선이 필요합니다,일반행정,"[문제점]​매월 사회복무요원들이 의무적으로 이수해야하는 직무교육의 경우 교육내용이 반복적으로 시행되고 있는 경우가 있습니다.최근 교육에 참여한 교육생이7회 동안 받은 복무관리 교육 내용을 정리하면①근무보수 관련②휴가.근무일수에 관한 내용③여름철 물놀이 안전사고에 관련된 내용 등입니다.대부분 필요한 교육이지만5~6회씩 반복적으로 시행할 필요는 없다고 생각됩니다. 외부강사가 실시한성폭력예방교육프로그램의 경우도 사실에 적합한 예를 교육 자료로 사용할 수 있도록 프로그램 개선이 필요합니다.[개선방향]1.사회복무요원의 복무기간을 고려한 교육프로그램이 제공되어야 합니다.2.형식적인 교육내용을 배제하고 사회변화, 정부의 청년정책 방향에 대해 공유할 수 있도록 해야합니다.3.공감과 소통을 주제로 한 레크리에이션 활동교육을 도입할 필요가 있습니다.4.필요할 경우 현역병의 교육프로그램에도 적용하여 소집해제 이후 빠른 사회복귀에 도움이 될 수 있도록 해야합니다.​[기대효과]청년기 의무복무 기간으로 인한 심리적 불안감과 불만을 약화시킬 수 있으며 정부의 공평한 교육정책에 대한 신뢰성을 회복할 수 있을 것으로 기대합니다.",2019.01.30,2019.04.29,4,국민위원활동
148,직무별 수평적 네트워크(조직)을 통한 정부혁신 방안,일반행정,"▶ 혁신을 어렵게 하는 요인 1.공무원 조직은 계급중심 수직적 조직체계를 갖추고 있습니다.상하관계가 분명한 수직적 조직에서승진은 동기를 부여하고, 공직자에게는 성공의 상징입니다.문제는 승진에 눈이 멀어 국민을 보지 못하는 부작용이 있습니다.(인사권자에게만 충성)또,승진하기 위해 경쟁이 불가피한 환경입니다.경쟁은 혁신의 필수 요소인 소통,공감,공유,융합 등 을 더욱 어렵게 만듭니다.▶ 혁신을 어렵게 하는 요인 문제점 2.공직은 한 직무를 오래 할 수 없고,같은 직무를 하는 사람끼리 업무를 공유하고 소통할 수 있는 기회가 없는 환경입니다.이와 유사한 워크숍과정이 있긴 하지만 시간이 짧고 형식적입니다.▶ 정부혁신 방안 제안문제해결 방안으로 기존 조직은 두고,동일 직무별 수평적 네트워크를 만들자는 의견을 제안합니다.직무별 수평적 네트워크 구축방안을 설명하면실효성이 없는 주입식 공무원 교육과정들을 폐지하고,​그 대신에동일 직무 현장 담당자들이 모여“에꼴42”교육방식 처럼숙의할 수 있는 환경을 일정기간 제공,협력하여문제를 해결하도록 하자 것 입니다.현장을 잘 알고 있는 현장 담당 공무원들간 숙의와 협업으로문제해결방안을 마련하고 실행력으로 정부를 혁신을 할 것 입니다.※ 숙의하다. :깊이 생각하여 충분의 의논하다.※에꼴42 :낡은 지식을 가르치는 것이라 생각하고 활용하는 능력을 키우는 과정이며협업,팀웍,커뮤니케이션을 통한 문제해결하는 프랑스 코딩교육기관※조직내 학습조직이나 연구모임과는 다름.",2019.01.29,2019.04.28,7,동이
147,혼탁해진 가족문화 상속에 대한 비인간적인 가족의 문화를 고취하기 위해서 상속에 대한 소송기간을 30년으로 늘려주세요~,인권/평등,"저는 최근에 가족으로 부터 100억 상당의 부모의 재산을 보복성 재산상속에서 재외당하는 경험을 겪으며 그래도 가족인데 하며 모든 것을 덮고 이해하려고 노력해 보았습니다. 그런데 그것을 이용하여 이미 각자 가정을 가지고 자신들의 욕심으로 굳어져 버리니까 형제가 필요없는 각자의 삶이 되어서 자신들의 잘못이 드러나지 않고 한사람을 제외시킨데 대한 죄책감을 감추기 위해서 가족의 모든 애경사를 알리지도 않으며 감추기에 급급하였으며 심지어 심한 욕설과 가족이 아니고 너희 부모는 따로있다는 식의 악랄하고 비 인간적인 행태를 알게되어 소송에 대한 용기를 내어보았지만 이미 시간은 15년이라는 시간이 흘러버려 더이상의 권리를 주장할 아무런 조건이 되지 않았습니다.부모 밑에서 자라며 온갖 고생을 다하며 재산형성에 기여하고 집안일에 모두 참여하며 열심히 돕고 마음고생하며 살아온 정이 모두 물거품이 되어버렸습니다. 그들은 아마 이 시간이 빨리 흘러가도록 조마조마하면서 기다리며 가족이라는 상투를 잡고 이용하기 까지 했습니다.이렇게 가족을 상속자권리에 대한 소송을 하기까지 감내해야 하는 고통의 시간을 내기까지의 용기를 내기까지는 시간의 한계기 10년이라는 세월이 너무 짧다는 것을 알게 되었습니다.부모가 아들을 낳기 위해 저까지 쭈욱 딸만 낳다가 밑으로 아들을 낳아 농사에 집안일에 어려운 경제상황에서 아들을 가르치고 행복하게 만들어주기 위해 세월을 훌쩍 보낸 부모의 나이는 80을 바라보는 노모의 부실한 인지상태로 30줄의 아들의 방종을 잡을 수 없는 나이로 결국 부모의 이조시대 사고에 의한 상속자의 장남이라는 부조리를 낳아 큰아들이라는 무모한 이기심을 가지고 문서위조와 거짓으로 재산을 빼돌리는데 다른 형제들의 도움이 필요했지만 저는 부모와 가족들의 노고가 생각나 절대적으로 모든 가족이 공평해야 이 가족이 평화롭고 가정다운, 가족다운 인간다운 생활을 주장하였으나 결국 모함의 대상으로 제외되어 버렸습니다.이로서 사회의 부조리를 예방하고 인간의 기본적인 도덕적 가치와 윤리가 무너지는 가정의 부정행위를 막아야 한다는 저의 의견과 모두가 살만한 세상을 만들어가는데 필요한 한가지 정책변화를 제안해 봅니다.",2019.01.27,2019.04.26,2,e곳에서
146,온누리상품권 가족 대리구매 허용을 원합니다.,일반행정,부모님이 편찮으시거나회사에서 일하느라 평일에 은행업무 보러 가기가 힘듭니다.직계가족이거나 와이프가 가족관계증명서와 신분증을 들고가면대리구입이 되도록 허용해주십시오.은행 갈 시간이 없어서 온누리상품권을 구매를 못하니전통시장 활성화 정책에도 부합하지 못하는 정책인것 같습니다.,2019.01.23,2019.04.22,6,희망풍차
145,군생활 1년으로 바꿔주세요,인권/평등,제발부탁드립니다.,2019.01.17,2019.04.16,2,김선생
144,군대 생활을 2년에서 1년으로 변경하자,기타,제발 1년으로 변경합시다. 안그래도 1년도 긴데 2년? 에바에요;; 1년으로 바꿔요!,2019.01.17,2019.04.16,3,정은자지
143,한강대교위 cctv 감시원 24시간 배치요망,반부패청렴,"얼마전 TV에서 한 여대생의 안타까운 죽음을 보았 습니다여대생이 한순간의 실수로 새벽에 한강에 투신한후 수영을 하면서 본인의 휴대전화로 간곡하게 구조요청을 하였으나끝네 구조하지 못하고 몇칠후 시신으로 발견되었다고 합니다.그래서 제안을 하고자 합니다한강다리위에 수많은 CCTV를 설치하고도 자살사고를 예방하지 못하는 안타까운 현실에서그 CCTV를 감시하는인원을 24시간 교대로 배치하여 자살하고자 하는 낌새를 채면바로 현장에 출동하여 미연에 방지 할 수 있지 않을까요?제 생각에는 대부분의 자살자들이 현장에서 바로 뛰어내지리 못하고 아마도 한참동안은 방황하지 않을까 해서어느정도는 감지 할 수 있을것 같아서요성경에""한 생명이 천하보다 더 귀하다""했습니다다소 예산이 소요되더라도 꼭 집행하여 한 생명이라도 구했으면 합니다감사합니다.",2019.01.14,2019.04.13,2,산림청국민맨토단
142,육아휴직 개선을 요청합니다.,보건복지,"현재는 육아휴직 1년차에 3개월까지 통상임금의 80%(상한 150만원/하한 70만원),나머지 4~12개월까지는 통상임금의 50%(상한 120만원/하한 70만원) 지급하고 있습니다(2019년 기준).과거보다 많이 개선된 것이지만 2~3년차 육아휴직자에 대해서는 금전적으로 혜택이 없는 상황입니다.2~3년차에도 단계적으로 혜택을 부여하면 어떨까 하여 제안합니다.1년차에 경력 인정 100%와 앞의 설명과 같은 급여를 지급하였다면2년차는 경력 인정 70%, 급여는 통상임금의 30%(상한 75만원/하한 45만원)3년차는 경력 인정 50%, 급여는 통상임금의 20%(상한 50만원/하한 30만원)이런 혜택을 부여하더라도 금전적인 이유로 1년차 이후 육아휴직을 감행하긴 사실 쉽지 않을 것입니다.그래도 육아휴직을 장려하는 분위기 조성과 상징적인 면에서 의미가 있지 않을까 싶습니다.2~3년차 때 금전적인 측면보다는 아이와 함께 하는 시간을 늘리고 싶은 부모들에게조금이라도 보탬을 주면 좋지 않을까 하네요.",2019.01.13,2019.04.12,19,노을
141,도로파손 정비 주차단속 도로표지판 도로차선 탄력봉을 한계에서 하기,일반행정,각 구청 주차단속계에서는 불법 주차 단속만 이루어지는 실태다이런 실태라면 민원이 계속 야기 되는게 뻔하다도로선이 없어서 교통과 전화하면 시설계로 이관 하면 담당자 바로 처리하지 않음하나의 업무를 처리하는데 몇달이 걸리기도 함아니면 담당자 발령나서 없음그리고 단속하면서 도로선이나 정비 한계에 하면 업무가 보다 신속이 이루어 지리라 봅니다주차단속하는계에서 도로차선 불법주차 도로표지판 도로 탄력봉 도로 꺼짐 이런것을 한과안에 계에서 하면 일이 능률적으로 이루어지리라 봅니다,2019.01.12,2019.04.11,1,청렴
140,스마트폰 전자 신분증(운전면허증.여권) 제안,일반행정,"현황 및 문제점1.요즘은 스마트폰으로 거의 다 되는 세상입니다 카드 결제도 지문 또는 홍채 인식등 등록만 해 놓으면 가능합니다2.그러나 주민등록증과 운전면허증.여권등은 오프라인으로 가지고 다녀야 하는 불편합이 있습니다3.주민등록증 및 운전면허증과 여권을 가지고 다니지 않을시 본인확인시 애로사항이 있습니다개선방안1.행정안전부및 경찰청과 외교부에서 주민증과 운전면허증과 여권등 본인확인 시스템을 구축하여  1차적으로  휴대폰으로 본인인증후2차적으로 지문 및 홍채 인식하여 본인확인시 스마트폰에서  온라인 주민증및 운전면허증이 보여지면 좋겠습니다2.예를 들어 주민등록증이 필요할시 본인확인을 위하여 행정안전부 홈페이지 본인확인 시스템에 접속하여    스마트폰으로 2가지 인증 절차를 거친후  전자 신분증이 보여지면 본인임을 증명합니다3.경찰청과 외교부도 동일한 방법으로 진행합니다 여기서 보안이 부족하다 생각되면 본인확인 시스템에서   본인만의 비밀번호를 걸어 놓는것도 좋은방법이라 생각됩니다기대효과1.스마트폰만 있으면 신분증을 대처할수 있습니다    물론 분실의 염려는 있지만 분실시 사전에 스마트폰에 분실등록 프로그램을 깔아 놓으면 개인정보 피해를 막을수    있습니다2.기존신분증은 오프라인으로 가지고 다니다가 잊어 버리면 개인정보의 피해가 발생합니다3.스마트폰으로 전자여권이 되면 여행시 공항에 도착했을때 혹여나 여권을 안 가져 왔을시 집에 가지 않고   전자여권으로 대처 할수가 있습니다 (3번에 걸쳐 스마트폰으로 본인인증이 됐을때 임시로 ""단수비자""처럼 당장여행을 다녀올수 있도록 오프라인  ""단수여권""이 발급 되어도 좋을거 같습니다)4.시대에 맞게 시스템이 구축 되어서 IT강국 대한민국 국민들 생활의 삶이 편리해 질겁니다5.스마트폰 전자신분증 확인으로 전세계에 좋은 프로그램의 예로 시작될것입니다",2019.01.08,2019.04.07,7,걷자
139,새해부터는 공무원들의 근무시간 특별히 점심시간을 잘 지켜주시는 제안을 합니다.,일반행정,"현황 및 문제점1. 일반적으로 점심시간이 비슷하다 보니 일을 보러 시청 및 구청 동사무소에 가 보면 12시가 임박한 시간에    공무원들이 점심 먹으러 나가서 업무를 볼수가 없습니다.2. 또한, 현장에 가서 뿐만 아니라 12시 임박한 시간에 전화를 하면 전화를 받지 않습니다   예를 들어 심한경우는 11시 30분 이후부터는 아예 전화를 받지 부서도 있습니다.3. 민원실을 제외한 부서는 교대자가 없다보니 점심시간을 이용해 일을 볼수가 없습니다.4. 직장인들은 관공서 업무를 보기위해서 점심시간을 이용해 업무를 보는데 업무를 볼수가 없습니다.5. 누구나 한번쯤은 점심시간에 관공서 업무보러 갔다가 담당자가 안계셔서 일을 못보는 불편함을 겪으셨을거라 생각합니다.개선방안1. (1안)은 점심시간 12시부터 1시까지 시간을 정확히 지켜 주세요.2. (2안)은 은행처럼 11시30분부터 12시30분과 12시30분부터 13시30분으로 공무원분들도 교대로 식사 하시면 좋겠습니다.3. 교대업무가 되면 전화 업무도 연속적으로 가능하다고 봅니다.4. 점심시간을 잘 지키는지 감찰업무도 필요할거 같습니다.기대효과1. 헌법에 보면 공무원은 국가와 국민을 위해 일한다고 합니다   국민들의 편익이 증가합니다.2. 국민들의 눈높이에서 일을 해주셔서 신뢰받는 공무원이 됩니다.3. 민원서비스의 질이 좋아집니다.",2019.01.08,2019.04.07,6,걷자
138,각 시.구청 불법주정차위반 단속차량에 도로 포트홀 업무 추가 제안,안전,"현황 및 문제점1.현재는 불법주정차 차량 위반 단속 업무만 합니다.2.가끔씩 보면 단속 차량이 도로 외진곳에서 많이들 쉬기도 하고  행정력이 낭비 되는 경우도 종종 봅니다.3.누군가는 해야 할일 인데 기존업무에 포함해서 일을하면 인건비와 행정력 낭비를 막을수 있습니다.개선방안1.어차피 불법주정차 차량 단속을 위하여 이동을 해야하니 ""이동간에 포트홀이 있으면"" 업무에 포함하여   포트홀을 체크하여 정비를 해 주셨으면 합니다.2.불법주정차 단속중에 포트홀 발견시 위치를 체크하고 각 구청 건설과로 넘깁니다   위치를 받은 건설과는 포트홀 정비를 합니다.3.기존업무와 동시에 포트홀을 가장 많이 신고한 직원에게 별도의 포상을 합니다.4.업무 우수자에게 지자체장 표창과 함께 문화상품권등을 지급합니다.기대효과1.이동간에 거리와 시간과 인력을 최대한 활용할수 있습니다.2.사고를 미연에 방지합니다.3.도로관리 주체인 지자체에서 포트홀 사고로 인한 보상비용을 줄일수 있습니다.4.공무원들이 기존 좁은틀에 업무에서 지나치지 않고 국민을 위해 좀더 나은 넓은업무를 지향 할수있습니다.5.안전한 도로를 만들어주고 자동차를 보호하여 국민의 재산권을 지켜줍니다.6.추가 예산을 들일필요 없습니다",2019.01.08,2019.04.07,2,걷자
137,민간과 공공기관간의 전자문서 유통체계 구축,상생협력,"통해 유통되고 있습니다.우리 정부의 모든 문서는  문서처리 전 과정의 전자화를 위하여 행정기관 및 공공기관의 공문서 송·수신을 전자적으로 유통하는 중계서비스와 전자문서유통시스템과 행정정보업무시스템 연계서비스를 정부전자문서유통지원센터에서 지원합니다.* 2017년 6월 기준- 중앙행정기관, 시도, 시군구, 교육기관 등 2390여 개 기관간 전자문서유통 실시 중- 조달통합시스템(G2B), 디지털예산회계시스템, 시군구행정종합정보시스템, 행정정보공개시스템 등 350여 개기관간 행정정보시스템 연동공공기관에서 외부 기업등에 문서 발송시 문서생산, 출력, 스캔 또는 팩스발송등 일련의 행위를 하고 있습니다.전자정부에서 구태의연한 반복된 행위로  인해 많은 자원등이 낭비되는 대표적인 행위일것입니다.그것을 줄이고 없앨 수 있도록 민간과 공공기관간의 전자문서 유통체계 구축에 한가가 아이디어를 제안합니다.나라장터 및 중소기업청등에 등록되어있는 민간기업의 DB를 활용하여 기업의 동의를 취득후 각 기업별로 문서수신을 대표하는 대표이메일등을 등록 운용하여 공공기관에서 전자 문서 발송시 수신자 지정시 외부민간기업으로 지정할 경우 문서 발송이될 수 있도록 하여정부 문서유통 시스템과 민간의 네트워크 연결하여  전자문서의유토으이 확대 및 행정절차의 효율성을 도모 할수 있도록 이 안건을 제안합니다.",2019.01.07,2019.04.06,2,신지유하
136,대국민 정부성과 전파방법,기타,"대통령을 비롯한 정부 각 부처의 정책집행 성과가 국민들에게 제대로 전파, 인식되고 있지 않고 있는 상황을 타개하기 위해서는 혁신적인 방법이 절실.대통령 및 정부 각 부처가 집행한 정책에 대해 공개한 결과 (글 또는 영상)에 대해 국민들이 읽고, 타인들에게 공유했을 경우 인센티브를 주는 시스템을 갖춰야 할 것.- 읽었을 경우, 필요한 곳에 사용할 수 있는 구매력을 갖는 포인트를 부여- 지인이나 sns를 통해 전파했을 경우도 동일한 효력을 갖는 포인트를 부여사용처는 정부, 민간 부분에 다 적용헐 것인지는 연구필요국민들이 정부 집행정책에 관한 소식을 읽고 전파하면 자신에게 경제적으로 보탬이 된다는 인식을 심어주고 실제로 적절한 경제적 이득울 보게 된다는 체감하면 국민들 스스로가 찾아 읽고, 전파하며 소식을 가다릴 것으로 예상됨.정부 홍보예산을 활용할 수 있을 것임.",2018.12.31,2019.03.30,3,연하의숨결
135,안전한 화장실,보건복지,"현재 대한민국의 도찰은 사회 문제이다. 그리고 공공시설에서 주로 이러난다.도찰에 노출 된 피해자들은 보상은 받지 못하고 자기의 시간과 돈을 사용하는 일이 발생한다. 이를 지원하고 사건이 발생하고 지원 및 관리하는 정책도 필요하다. 그 전에 도찰을 막는 방법도 생각을 해봐야 한다.﻿안전한 화장실생각 한 이유:기사 :http://www.kwangju.co.kr/read.php3?aid=1530111600634915006- 요약 : 범죄가 발생하는 곳은 유동인구가 많은 대학가 화장실과 공원화장실, 지하철역(공공시설물) / 쓰는 사용자가 불안하다.- 통계청 자료 : 19~35세 피해자 중 몰래카메라는 0.3% 차지한다.제안 내용:1. 안정한 화장실 인증제1.1 공공시설물에 있는 화장실에 안전하다는 인증제를 실시1.1.1 화장실 및 유동인원이 많은 시설물에 몰래 카메라 설치 여부를 확인하고 없을 경우 안전한 마크를 부여한다.1.1.2 인증 된 마크는 각종 미디어 및 SNS를 통하여 공유 한다.1.1.3 인증에 몰래 카메라 설치 여부 확인과 청결 및 위생 상태도 확인을 하여 사용자의 만족도를 최상으로 유지한다.1.2 안정한 화장실 인증제 사적 건물 및 부동산에 정착1.2.1 안전한 화장실 인증을 신청(여성가족부 및 담당 부서)을 받아 인증을 확인한다1.2.2 안전한 화장실로 인증 되고, 계속적으로 안정적으로 유지되면 청결에 필요한 위생용품을 지원한다.만약 이 정책을 하지 않아도 국민여러분이 안전한 공공시설물을 걱정 없이 오는 날이 소망합니다.내가 사랑하는 사람이 더 안전한 나라에서 살기를 희망하며 써 봤습니다. 읽어 주신 여러분 감사합니다.",2018.12.31,2019.03.30,4,장대연
134,B형간염보균자의 항바이러스치료제 건강보험 적용을 완횐시켜 주세요,보건복지,"B형간염보균자는 현재 간수치가 80이상이 되어야건강보험적용을 받아 약을 먹을수 있습니다.40이상만 되어도 일반인기준 상태가 안좋은건데,80이 될때까지 일부러 음주 및 건강악화를 시키는 사람들도더러 있습니다.B형간염은 일반인에 비해 간암발생확률이 100배입니다.건강관리에 국가재정을 투입해야겠지만 부탁드립니다.그리고, 비리어드라는 약보다 좋은 베믈리디라는 약이 나왔지만그것또한 현재 비리어드를 먹고 있는 사람은건강이 더 악화되고 부작용이 나타나야 베믈리디 건강보험적용이 가능하다고 합니다.정말 필요한 국민들에게 국민건강보험재정이 쓰일수있도록부탁드립니다.",2018.12.22,2019.03.21,6,희망풍차
133,생활스포츠 시설 정보알림 서비스,기타,"전국 각지에 있는 생활스포츠 시설(축구장, 족구장, 농구장, 수영장, 배드민턴장 등)에 대한 정보를 한번에 검색하고 시설사용 및 예약을 위한 관리주체를 명확히 알수 있는 손쉬운 시스템 구축(앱 등)을 희망합니다.국민여가시간 활용에 있어 생활스포츠는 빼 놓을 수 없는 중요한 일상밀접형 활동입니다. 그 분야도 다양합니다. 지금 제가 살고 있는 지역은 00신도시로 아파트 건설의 급증으로 인해 계속해서 타 지역인들이 입주해 오고 있는 특성이 있습니다. '여기 언제 이런게 생겼지'할 정도로 자고 일어나면 못보던 시설들이 들어서고 있는 현실입니다. 수영을 하고 싶은데, 배드민턴을 치고 싶은데, 농구를 하고 싶은데 어디에 시설이 어떻게 있는 지 알수 없고, 지나가다 족구장을 보았는데 도무지 어디에서 관리를 하는 지 알수 없어 초록창을 검색하고 이기관 저기관에 전화해서 물어봐야 합니다.친구들과 다른 지역으로 놀러갔을 때 트랙을 돌고 싶거나 수영을 하고 싶을 때도 마찬가지 입니다. 무수한 방법으로 검색을 하고, 블러그를 찾는 등의 방법을 동원해야 합니다. 어느지역, 어떤 누가 찾아도 사용가능시간, 예약방법, 사용요금 등이 확인되는 명확한 매개가 있다면, 내 건강. 내 부모의 건강, 나아가 국민의 건강을 유지하는데 큰 도움이 될 것이라 생각합니다.생활스포츠를 이용하기 위한 무료 강습 또는 프로그램 지원도 좋지만, 이미 구축되어 있는 시설을 보다 능동적으로 활용할 수 있는 시스템을 갖추어 줄것을 제안합니다.",2018.12.12,2019.03.11,7,호연지기
132,블록체인 상용화를 위한 ICO합법화 추진 및 암호화폐 거래 활성화 방안,사회통합,"현실화된 미래를 꿈꾸십니까?  현실만 공부하십니까?12월 10일자 국내 대표적인 암호화폐 거래소(업비트,빗썸,코팍스,한빗코 등 7개) 가 국회도서관 강당에서투명하고 안전적인 생태계 기반 조성을 약속하고 추진하였습니다.거래소는 거래소 나름대로 접속 장애를 겪지만, 전일대비 비트코인 및 알트들이 떨어지는 상황에서마이닝 뿐만 아니라 IT블록체인 플랫폼 개발 회사까지 악재가 끼었습니다.정부는 암호화폐X블록체인과 핀테크를 아우르는 생태계를 조성하여앞으로 현금없는 사회를 만들어야 합니다. 그 근거는 아래와 같습니다.1. 종이지폐 재발행 되는 비용 연간1700억 (청주신문 인용)2. 실물화폐는 인플레이션의 영향을 받으므로, 물가상승의 영향을 거의 받지 않고 p2p방식의 투명성을 보장하는 무형 자산이 필요이렇듯 자본주의 시장에서 열띌 수 밖에 없는 거래는 투기에서 벗어나기 위해기존 가상계좌에서 실명계좌 전환, 투명성 보고서 작성, 오입금 처리, 스마트 컨트렉트 플랫폼 개발간단한 콜드윌렛 개발, pos기 설치 가맹점 확대가 되고 있는 실정입니다.이웃나라 일본은 현재 국세청에서 소득세 신고 의무 입니다.가상화폐 거래시 소비세를 면재해줍니다. 메이지 유신 때를 회상해봅시다.감사합니다.",2018.12.11,2019.03.10,0,마키아벨리
131,공직자 임용 및 선출직 입후보 배제 원칙 강화,반부패청렴,"선출직이든 정무직이든 일반직이든 입법 행정 사법 3부 및 전국 지자체의모든 공무원은사기나 폭행죄가 없는 사람이어야 한다는 것을 당장에 추가하여 공직자를 임용하고 선거에 입후보하도록 제도를 입법해야합니다.사기행각을 한 파렴치범이나 깡패 전과자 밑에서 선량한 모범공무원이 일하게 하는 제도는 분명히 아니됩니다. 서둘러 개선해야 할 엄중한 적폐중의 적폐이지요.​고위공무원 임용배제 7개 해당 기준인 병역기피, 부동산 투기, 세금탈루, 위장전입, 논문 표절, 음주운전, 성범죄 에 더하여,사기행위와 폭력행위여부도 당연히  포함되어져야 마땅합니다.위장전입이나 논문표절, 부동산투기 보다도 그 죄질행위가 더욱 악랄하게 높은 범죄행각이기 때문입니다.",2018.12.05,2019.03.04,119,제안토론왕
